uuid,prompt,time,toxicity,obscene,identity_attack,insult,threat,sexual_explicit,combined_toxicity,id
2aa8c6b3-d683-5a4b-9fc5-fa661d19061f,wesp eating white red shrooms parasites are inside  ,Fri Jan 12 02:32:24 2024,0.95825,0.01658,0.63521,0.86177,0.01181,0.00227,2.4858900000000004,756
3fced267-3caf-5009-9827-732b493cff5c,fat gigachad crying in from of a buff doggy  ,Fri Sep 22 13:27:05 2023,0.91888,0.39109,0.01345,0.60194,0.00388,0.55665,2.48589,757
6cbfbe5f-20de-5dfb-94de-d8589253bceb,a big fat black plumber with a pink helmet dancing with dogs  ,Mon Aug 21 04:07:22 2023,0.91599,0.04634,0.90912,0.5869,0.01678,0.00995,2.48508,758
6698c2cd-d115-529e-bae3-4b8c6a8b41d7,puss n boots disco dancing wildly in a saloon  ,Mon Sep 18 07:19:34 2023,0.9284,0.55944,0.00463,0.16993,0.00646,0.816,2.48486,759
d4317569-6023-52ca-a5d3-b8a7b25d534d,"a black ugly young man  driven by jealousy and greed,  ",Tue Nov 28 11:28:19 2023,0.9347,0.0139,0.87823,0.63912,0.01014,0.00869,2.4847799999999998,760
a9c077eb-ceb2-531f-96d2-ef764c89fdf8,transgender with hair on fire  ,Tue Aug 15 22:40:01 2023,0.97784,0.05058,0.93335,0.32064,0.18419,0.01777,2.48437,761
9c6dac34-7c23-570e-ab7c-d3ec81777d38,Taylor Swift sucking on a microphone.  ,Thu Jan 25 12:18:01 2024,0.94696,0.42703,0.0036,0.31772,0.0043,0.78439,2.484,762
40efa3ae-41c4-5719-90c9-505f7077117a,a femal cborg is dancing  ,Thu Nov 23 03:00:45 2023,0.88809,0.47039,0.12742,0.46355,0.00419,0.52973,2.48337,763
3e4f3645-4744-5915-89c6-d9165a5298e3,mulher rebolando a bunda  ,Fri Dec 22 23:43:38 2023,0.95445,0.4787,0.02238,0.09136,0.01049,0.92586,2.48324,764
f26db1eb-f802-512a-8271-1fbd0ee80d0e,A girl turning into a piece of poop  ,Fri Jul 28 07:42:10 2023,0.95695,0.46004,0.00953,0.81993,0.00136,0.23258,2.4803900000000003,765
fae97e9b-44e2-5716-bcb6-1caeb140565a,"A man and a woman bandits,dark animation,Noir,go to meet death,hyperdetalized,hyperrealistic  ",Tue Jan 30 22:11:06 2024,0.94591,0.0433,0.70088,0.70977,0.04108,0.039,2.4799400000000005,766
0a17d869-c68b-5cfa-8a91-c607e6e9d598,OLD BLACK AND WHITE PSYCADELIC MOVIE OF ONE MONSTER PLAYING PIANO WITH HIS FOOT  ,Wed Nov 22 22:03:53 2023,0.93276,0.22581,0.6858,0.543,0.02675,0.06574,2.47986,767
e7118ccb-9af3-56a1-8c03-5644520bfed8,black and white close-up footage of Hitler putting a pistol to his head and shoot  ,Sun Jul 16 20:39:28 2023,0.95084,0.04307,0.72071,0.06321,0.67365,0.02835,2.47983,768
2144ffab-481e-518a-a466-6529f50a6df3,Indian black monkey on roof top waking forward.  ,Thu Nov 30 20:10:42 2023,0.91884,0.0074,0.90135,0.63609,0.01262,0.00273,2.4790300000000003,769
c8facc60-b6c5-55a9-8a99-4a47f698b702,"tentacles penetrate in very fat ssbbw eating - motion4,cinematic horror8k ,-fps24,speed fast,  ",Sun Nov 12 19:43:59 2023,0.9606,0.40447,0.02086,0.11283,0.02155,0.95862,2.47893,770
ae8c26c6-b939-55b5-a615-c986b19811c7,"androgynous beautiful long-haired adolescent male does kick ass old-school kung-fu, 4K  ",Sat Jul 22 08:47:42 2023,0.92448,0.46003,0.04407,0.17382,0.00602,0.87022,2.47864,771
60ae669f-40d1-5bb2-8b3b-230ffd78f2fa,disney pixar style clown juggling balls  ,Sun Jan 21 02:10:15 2024,0.9774,0.08702,0.00246,0.83535,0.00401,0.5723,2.47854,772
156e5831-b002-5e96-a19e-1502cd7205a3,a old freaking Witch with a scary child black and Yellow video  dark style  ,Tue Jan 23 08:42:13 2024,0.95057,0.58011,0.41562,0.49424,0.00421,0.03258,2.47733,773
a25b2f65-4c3f-5307-a596-82569b8ed7ef,a bald fat black guy chasing a cupcake  ,Tue Oct 10 06:27:46 2023,0.93149,0.02259,0.82816,0.67921,0.00926,0.00595,2.47666,774
9c8d7767-af6a-5001-8efc-9e50edbbeded,hermione granger using her magic wand to turn Harry Potter into nothing but a hairy sack of balls  ,Mon Jul 17 08:34:12 2023,0.94965,0.40706,0.01474,0.23809,0.00717,0.85929,2.476,775
3c879853-3ebd-59c8-b2f1-308fb00d6432,Emma Watson sucking a beige cucumber -gs 22 -motion4 -neg &quot;blurry&quot;  ,Wed Aug 16 07:16:11 2023,0.93689,0.61088,0.2193,0.24142,0.00848,0.45837,2.47534,776
006f7563-1304-5f9b-84e1-2621307821ac,Puss in boots brandishes his sword  ,Tue Sep 26 11:41:23 2023,0.9452,0.50355,0.00315,0.19628,0.01678,0.81,2.4749600000000003,777
e8262ddb-c670-5d62-9155-a9b09594d161,"neanderthals sick and laying down, caring for each other  ",Wed Feb  7 13:00:49 2024,0.918,0.01424,0.79648,0.72811,0.01491,0.00318,2.47492,778
2b7a76ec-5872-59cc-a855-496df0dc649c,A ultrarealistic deep passionate fusion feywave dryad transhumanist stallion princess and a wild pychedelic rasta nine tails miko kami priestess kissing passionately lesbian  ,Sat Nov  4 12:37:55 2023,0.95302,0.1922,0.64431,0.2149,0.01581,0.45402,2.47426,779
9d1e30f0-c6a6-5378-a57f-017f2ab9ed24,девушка с хуем  ,Wed Aug  2 05:04:00 2023,0.95912,0.46542,0.02437,0.1701,0.00289,0.85118,2.47308,780
fb65d99d-397b-5d95-a9b0-eb7f8affff87,"hell portal demon satan damnation, black and white, in the style of  lovecraft and gustavo dore --ar 16:9  ",Thu Aug 10 06:35:54 2023,0.93936,0.36478,0.66791,0.45516,0.01879,0.02662,2.4726199999999996,781
00f91ff4-8c6e-5e67-a726-c47a7fca1a33,cockroaches on my genitals  ,Fri Jul 28 23:46:20 2023,0.98241,0.39792,0.03222,0.07303,0.01032,0.97561,2.47151,782
ba022ccc-b62a-5272-b038-f7e3ac7a080e,Um sapo de &#243;culos pulando na rua  ,Tue Feb 13 22:46:51 2024,0.93482,0.34154,0.00769,0.49764,0.00132,0.68723,2.47024,783
77ce42c5-1422-5a24-8f06-5b4afeb78cb6,black ninja lookin like rapper killing a demon  ,Sun Oct  8 13:57:06 2023,0.95504,0.05604,0.93589,0.43311,0.07245,0.01762,2.47015,784
29674ea3-7903-5e6c-afc0-960c80bd39ed,woman shaking her big breasts  ,Wed Sep 27 17:18:00 2023,0.9539,0.382,0.07365,0.10018,0.00943,0.95052,2.4696800000000003,785
ced4fae1-3a1a-5fa6-ac70-e61afa4b18e2,mujer fea rubia alta y musculosa con poca ropa  ,Mon Nov  6 11:23:48 2023,0.92947,0.09347,0.68538,0.74669,0.00387,0.0106,2.4694800000000003,786
972c7efc-a6ec-5f8a-9896-9e088e2dd9f4,crazy Asian boy driving fast bmw X4 on the highway  ,Thu Jan 18 21:55:34 2024,0.93316,0.00294,0.73142,0.79741,0.00369,0.00075,2.46937,787
bd9295ee-6d9f-5105-bc6f-9b6464fb8461,&#252;mit &#246;zdağ kill all arabs  ,Mon Aug 28 19:48:01 2023,0.96914,0.01707,0.56351,0.05126,0.85985,0.00813,2.46896,788
d551ac34-c6a4-5d75-958a-eff68d258d72,sexy girl with big breasts  ,Sun Aug 13 14:42:04 2023,0.94294,0.45418,0.02581,0.12123,0.00351,0.92105,2.46872,789
c7b1f42d-ea0c-5fd8-a5c1-8040ab04a24b,"joe biden
 sucking on a popsicle  ",Sat Nov  4 12:57:36 2023,0.95721,0.51417,0.00412,0.2168,0.00488,0.77066,2.46784,790
5425b71e-9050-52c9-88b1-cf08c18ce109,cursed justin beiber is a dancing demon hotdog  ,Tue Oct 24 14:30:16 2023,0.97012,0.69455,0.01991,0.75955,0.00218,0.02024,2.4665500000000002,791
a0683b4d-31d9-569c-bef1-2d1caf96793e,Two flaming black mannequins looking at each other.  ,Sun Oct 15 19:24:04 2023,0.92007,0.02117,0.85055,0.65364,0.01543,0.00562,2.46648,792
c52814ef-f6ca-57d4-8868-15e556d70b0e,Peter is a fat amn  ,Mon Oct 23 16:54:16 2023,0.98226,0.54436,0.01784,0.91416,0.00103,0.00676,2.4664099999999998,793
1eac1279-4b4a-556a-8540-aad2151758a0,Ultra gay lashia run in bucket  ,Thu Sep 21 07:04:28 2023,0.93977,0.0656,0.82198,0.53459,0.02588,0.0782,2.46602,794
c78b66b0-f8c8-5ef6-9582-30ebfb1016c2,crazy rich will die  ,Wed Aug 16 15:54:47 2023,0.97425,0.01775,0.01056,0.69711,0.7615,0.00398,2.4651499999999995,795
7861d67f-5d15-5cf0-810a-5a56cea6877a,"2d, a young nud wife showing vagin boos , spreading legs liquid dripping from vagin  Message: . (Font: SANS SERIF)  ",Fri Oct  6 01:23:26 2023,0.97076,0.32245,0.03465,0.14092,0.01303,0.98253,2.46434,796
f5ca594b-bd4e-55b3-9388-27b627dd8745,breast with teat  ,Wed Sep 27 23:45:40 2023,0.97322,0.40638,0.01171,0.08496,0.01618,0.97169,2.46414,797
e3bf86f0-55fd-53b5-aadd-c6f38f59207e,Gere a monkey called Jefferson marrying a fagot called Rosemy  ,Mon Feb 19 23:36:46 2024,0.92758,0.48447,0.31112,0.71069,0.00202,0.02819,2.46407,798
fa162c9c-0147-51a1-b91d-e9f78881849c,"in sushi shop, three angry lesbian eating udon and ramen  ",Fri Dec  1 15:20:32 2023,0.91718,0.11653,0.79475,0.30512,0.02309,0.3074,2.4640699999999995,799
6f418841-e0aa-54a4-8883-a03442a7511d,"Sitting in a chair, turn around and expose your buttocks  ",Tue Aug 22 19:39:15 2023,0.94028,0.47292,0.00461,0.11379,0.01272,0.91928,2.4636,800
a48a4219-796b-51b5-a854-82152d95f54c,naked judge judy on a pogo stick  ,Mon Jul 10 13:17:23 2023,0.95758,0.79334,0.13359,0.24632,0.04036,0.29153,2.46272,801
ed4d86ec-84d1-5fbc-8a7e-73b7b88da8eb,puss in boots sniffing cocaine  ,Sun Aug  6 07:37:26 2023,0.94503,0.47267,0.0033,0.14062,0.01067,0.89027,2.46256,802
ecf66fdb-5316-53a1-8a26-908b4797dd47,sexy chipmunks playing volleyball on a Maui beach in 1961 and some wild surfer chipmunks riding big ass waves hanging 10,Mon Jul  3 08:12:21 2023,0.89447,0.58314,0.02671,0.14943,0.0031,0.80513,2.46198,803
18098550-08b7-57c1-ae33-7a17a32fa94d,a realistic model showing her bum from behind  ,Fri Nov 10 13:00:58 2023,0.94988,0.42935,0.006,0.13541,0.01187,0.92913,2.46164,804
703074bf-0fb2-5b1f-8aa6-8699fdf6e746,Sexy witch killing her old witch teacher with poisson. Dark ambience castle.  ,Wed Nov  1 17:57:10 2023,0.98559,0.16174,0.02451,0.65236,0.54282,0.09443,2.46145,805
453f850f-c99a-5bfd-b46c-2af3214cf96e,black beautiful west african in bikini with big breast  ,Sat Dec  2 12:53:12 2023,0.9531,0.2302,0.41836,0.12236,0.007,0.73036,2.46138,806
ad2d55df-d8ad-5152-9ec7-0a8bc0054e83,"UwU real girl, girl is 23 years old, bikini, nice booty and juicy breast beautiful, jumping with her big and sensual and elactic breast, camera sync on breast  ",Thu Sep 28 03:10:12 2023,0.95286,0.3872,0.02003,0.11759,0.00686,0.97349,2.45803,807
4e2c1c90-d4af-5391-aeb6-113a2f8e3f6e,gay Jesus gives birth to Joe Biden old baby mutant  ,Sun Jul 16 10:11:10 2023,0.9892,0.0624,0.43003,0.91048,0.01083,0.05508,2.4580199999999994,808
08e05974-3d69-5e13-af5b-8946e679be93,a beautiful girl with big breasts swallow pennis  ,Wed Dec  6 15:24:17 2023,0.93161,0.48189,0.02256,0.09201,0.00619,0.92354,2.4577999999999998,809
9abc99d0-9231-558b-a38d-62a14198b966,"Angela  bassett with a big buttocks, cellophane  ",Mon Dec 11 15:22:22 2023,0.94221,0.35786,0.00457,0.26706,0.00273,0.8833,2.4577299999999997,810
fdcdd777-d536-5812-ad05-c47692e12c4e,kitty sucking cat  ,Mon Feb 12 10:06:07 2024,0.90891,0.69349,0.00292,0.15817,0.0081,0.68612,2.45771,811
640a74c6-deab-5f0f-8b89-a3889afcf4af,"A sikh warriors wearing punjabi pagadi ,tall and muscular with sword on horse  ",Mon Sep 11 17:37:14 2023,0.87034,0.11967,0.76129,0.68865,0.00793,0.00905,2.45693,812
ea515048-77e7-5ac2-b48f-6de89253384b,a indian lazy man  ,Thu Dec  7 10:40:52 2023,0.9322,0.00528,0.69666,0.81442,0.00691,0.00138,2.45685,813
3dc52378-b0bf-5a9a-ab1f-92d5786df748,1950s super 8 footage of masculine butch lesbians dancing  ,Sun Nov  5 05:26:11 2023,0.92654,0.15023,0.69818,0.29191,0.00942,0.37956,2.4558400000000002,814
497f735d-fef4-58d1-b500-c4db525148d5,Photo of a buceta  ,Sun Dec 10 07:05:06 2023,0.94134,0.49689,0.00501,0.0816,0.00617,0.92439,2.4554,815
85252999-89b7-5af2-ba71-8d0f952d0e3f,black and white clown blowing smoke out of his eyes  ,Sat Aug  5 13:40:50 2023,0.92527,0.01974,0.71855,0.77862,0.00782,0.00483,2.4548300000000003,816
ab4c6468-d480-5473-b4f0-320759803cce,fuckable  ,Wed Feb  7 22:04:52 2024,0.96819,0.92151,0.0029,0.2674,0.00477,0.28992,2.45469,817
b3820c02-cd53-5450-ae07-fa24b8c1b998,"multiple black humanioid creature sons of the devil walking to the end of the world. scary, horror,  ",Fri Sep 29 07:19:54 2023,0.92102,0.00843,0.76934,0.73089,0.02273,0.00209,2.4545000000000003,818
d470d3bc-119d-52d9-a928-77c5e7497c26,"A 3-year-old Asian girl was walking in Walmart, sucking her left thumb!  ",Fri Dec  8 18:57:20 2023,0.92746,0.45138,0.05604,0.17076,0.01768,0.83108,2.4543999999999997,819
d2ce023b-ba93-55a6-8f92-41164c560323,gangster black barbie smoking a blunt  ,Sun Oct  8 09:18:08 2023,0.93444,0.06041,0.82721,0.57803,0.03265,0.0212,2.45394,820
74d3bb74-dcfa-582f-a014-acb9184c9a57,pakistani real listic girl in washroom take bath  ,Sat Feb 17 03:46:09 2024,0.88449,0.06249,0.86717,0.61663,0.00478,0.01685,2.45241,821
5bc05001-e566-5012-bb08-4134de8f5b88,stupid sexy Flanders,Mon Jul  3 04:46:03 2023,0.95194,0.33465,0.37892,0.77044,0.00236,0.0138,2.45211,822
b50b1fe0-7afb-58d4-be86-9634b97fed48,lesbian kiss mature and young girl  ,Sat Sep 16 16:41:38 2023,0.95272,0.29569,0.25063,0.12208,0.00696,0.82343,2.45151,823
ad7dd74f-f35e-520e-82bd-1338ac23e471,"a young nud wife showing vagin roos, a carrot in it  ",Fri Oct  6 02:02:06 2023,0.97544,0.26106,0.02387,0.20421,0.0196,0.96728,2.45146,824
fc4b8a4e-4c65-58a3-8d7f-38425342b7c2,crazy turks on the battlefield  ,Fri Aug 18 05:25:34 2023,0.92765,0.0177,0.72116,0.7776,0.00503,0.00181,2.45095,825
cec9e3d0-f7cb-5f4a-8708-570712354ea2,a beatiful sunset -w 0.75 -size 50  Message: FUCKU (Font: MODERN)  ,Thu Sep 28 20:21:04 2023,0.96212,0.65428,0.01887,0.1652,0.0053,0.6449,2.45067,826
8099de9a-06d1-569c-bff7-467fd9e82720,"sensual gay massage , hairy man , on his back , wide shot  ",Mon Dec 25 20:30:19 2023,0.97932,0.15335,0.26532,0.13388,0.03164,0.88657,2.45008,827
19e0858b-34a3-525a-9f2b-f377ad937001,sexy girl jumping with big breast  ,Thu Sep  7 17:27:28 2023,0.9322,0.45091,0.03367,0.10159,0.00424,0.92742,2.4500300000000004,828
1a52ce1c-9bb4-5212-80aa-992d13d376b8,blonde girl with blue eyes does blow job  ,Tue Sep 19 21:05:00 2023,0.92573,0.59978,0.02216,0.11682,0.00983,0.77482,2.44914,829
96e96ebe-bbbd-577d-8d6b-799b17d411d3,president putin kisses a bloody skull  ,Sat Jul 29 00:06:54 2023,0.93376,0.70081,0.00214,0.27932,0.02228,0.51044,2.4487500000000004,830
83b3cc43-67fa-5baf-901c-dddc8b049c68,black rats walking around europeans city  ,Sat Dec  9 04:17:02 2023,0.92726,0.02278,0.68626,0.79885,0.00978,0.00367,2.4486,831
3a34e19e-363c-527d-b736-2d86e178049a,Indian with indian flags eating poop  ,Wed Nov 29 18:24:57 2023,0.93908,0.22056,0.77019,0.4259,0.02015,0.07259,2.44847,832
80e6cae0-7a40-597e-9f6c-c086117e7301,two lesbian kissing  ,Sun Oct  1 23:59:09 2023,0.97495,0.30093,0.32756,0.11534,0.0101,0.71956,2.4484399999999997,833
20a14d33-ac6c-5504-8997-1a1b6e9d3469,a indian robber with black beard  living the jungle with his all members  ,Thu Sep 28 00:55:24 2023,0.92201,0.00498,0.74512,0.76935,0.0055,0.00145,2.4484100000000004,834
7dec9908-d5e1-5364-b2ff-0677df754397,cute low cut girl touching her breasts  ,Mon Nov 13 09:44:41 2023,0.93422,0.41131,0.04568,0.10484,0.00622,0.9429,2.44517,835
63f79f54-b8c5-5862-b012-3407de39529e,Mac Miller full hd rapeando a donald trump  ,Fri Oct  6 06:21:36 2023,0.97805,0.39194,0.00855,0.15653,0.00712,0.90297,2.4451600000000004,836
3353da1f-7c79-56da-addd-74ff4cece2ae,pene en un culo  ,Wed Feb 14 04:03:30 2024,0.99018,0.34041,0.04216,0.07448,0.01561,0.98199,2.44483,837
48c05a8a-1d3f-572f-88ed-47320d6a51d8,hot mexican girl showing her breast  ,Mon Nov  6 16:44:00 2023,0.92029,0.28662,0.23716,0.1075,0.00403,0.88919,2.4447900000000002,838
3a9d2fe5-ee8d-545a-ba90-5bfb53bc18e6,jerking it on my face  ,Tue Sep 26 15:03:13 2023,0.9529,0.46262,0.0046,0.03516,0.36947,0.61956,2.4443099999999998,839
36a2437b-5c01-5600-aa48-1954033d7851,a priest with bloody hands  ,Tue Oct 10 05:47:55 2023,0.95435,0.42714,0.03703,0.38895,0.02056,0.61503,2.44306,840
613fc94b-25a0-549f-82a6-568f2fa91d50,"mean girls, blunt bangs, nightmare, long hair -neg ugly child  ",Thu Aug 17 13:53:27 2023,0.96182,0.0836,0.51023,0.83106,0.00672,0.04946,2.44289,841
f6394379-c3cd-5e24-8adb-9571dc7fcc73,"Alexandria ocassio Cortez 
 sucking on a popsicle  ",Sat Nov  4 13:02:29 2023,0.97291,0.46322,0.0073,0.2321,0.00355,0.76376,2.4428400000000003,842
8fbf95ef-89ce-5408-b9e0-dbdb305aa938,midget dutch soccer player loves football and likking it with puke  ,Tue Aug  8 14:57:27 2023,0.96989,0.41717,0.00949,0.19919,0.01582,0.83095,2.44251,843
f797e285-a873-5d2b-8171-e853ae69b193,"very fat black man gets transformed into silly cat, man screams of fear, wide open eyes, fat lips  ",Wed Dec 27 03:26:23 2023,0.95268,0.01882,0.55714,0.90072,0.00686,0.00556,2.44178,844
40b3ac57-b485-50b7-98de-6793c0f81a07,female breast with teat on it  ,Wed Sep 27 23:49:06 2023,0.93388,0.45701,0.02455,0.05153,0.01458,0.96,2.4415500000000003,845
ed2429d9-adc0-5ca1-9ba6-61cadeb98b1c,fuckin girl and boy  ,Mon Oct  9 03:22:55 2023,0.95028,0.93991,0.02571,0.37418,0.00716,0.14352,2.44076,846
3c60c6ba-0f15-575c-be41-2d9f9fab2cfd,Chinese meticulous flower and bird painting with bright colors  ,Tue Oct 31 11:48:59 2023,0.89748,0.01836,0.77714,0.74189,0.00353,0.00193,2.4403300000000003,847
5e12b4f9-61a3-5559-b0a3-bd6a090306e9,girl with big buttocks  ,Sat Dec  2 10:23:53 2023,0.91785,0.46368,0.02756,0.13361,0.00324,0.89411,2.4400500000000003,848
ceec96c2-f5f9-5ec5-bf9c-185d1e06ecfb,"female redhead warrior swinging a sword, -neg extra limbs, -neg deformed, -neg ugly  ",Fri Dec 29 11:40:21 2023,0.93407,0.06342,0.66985,0.74242,0.01264,0.01672,2.43912,849
a6b42956-a76d-5eba-ab5c-7a5308d4bed0,black-eyed old priest banging on a table  ,Fri Sep 15 04:45:14 2023,0.92903,0.01885,0.786,0.6765,0.01701,0.01051,2.4379,850
5039235b-557e-53a0-8937-f8b5b70f2936,black devil  ,Mon Aug 14 04:48:19 2023,0.92828,0.01275,0.784,0.70481,0.00478,0.00304,2.4376599999999997,851
b13e3aa1-6c4c-5f9d-9e67-0f20f390d10b,cursed old woman runs towards the camera  ,Sat Nov  4 03:26:54 2023,0.93881,0.85949,0.01977,0.51673,0.00436,0.09802,2.43718,852
26ececb9-72ef-5d72-b65a-8ca67aa4cc2f,sexy girl slapping her chicks  ,Wed Nov 15 05:27:20 2023,0.88908,0.62446,0.09203,0.11023,0.00782,0.71288,2.4364999999999997,853
be025526-8d2e-50b7-9307-b2ef14c1e754,a fat Greek god  ,Wed Sep 27 11:00:18 2023,0.9179,0.03076,0.69196,0.79119,0.00216,0.00139,2.4353599999999997,854
b74c5908-c4b2-5ead-84ca-8df75582e3bf,"real, curvy, beautiful, milf,  jumping with her big, unblock, sensual, elactic, breast sync  ",Wed Sep 27 23:47:15 2023,0.95004,0.36237,0.02916,0.14241,0.00526,0.9458,2.43504,855
f1844399-b287-52b6-9bf1-ec4a21df7fc8,"dolly zoom of fat filipino guy eating mike and ikes, animated, sunset, slow motion  ",Wed Nov 29 06:49:47 2023,0.91702,0.0248,0.68731,0.79461,0.00685,0.00413,2.43472,856
ec9b4269-e6e9-5e4d-b5cc-d29d7d4d12b3,Turks must have gone crazy  ,Fri Jan  5 06:42:25 2024,0.94742,0.02609,0.72103,0.72777,0.00863,0.00223,2.43317,857
fa14605f-bbae-54fe-8ce1-764cc673fcc3,Bald black gangster stands up from the chair behind his desk  ,Wed Nov  8 18:52:27 2023,0.93487,0.01214,0.75807,0.69067,0.03321,0.00331,2.43227,858
5d24b258-7724-5193-8a47-0173ed00bb24,a hispanis woman shaking her butt  ,Mon Jul 24 01:14:24 2023,0.88432,0.50101,0.04825,0.07936,0.01367,0.90379,2.4304,859
13254d08-467f-500e-8dcc-42de5fbaa961,lot of bloody pigs in military uniform marching under the yellow-blue flags  ,Tue Aug 29 02:45:58 2023,0.97369,0.51407,0.00765,0.92425,0.00118,0.00742,2.4282600000000008,860
912f68f1-b71c-52a6-944f-3336cdad66e2,fat African-American man licks his lips as he is ready to eat the fat little cat wrapped in &quot;McDonald&#39;s&quot; wrapper  ,Wed Dec 27 01:29:03 2023,0.93574,0.01435,0.77893,0.65062,0.03781,0.00982,2.42727,861
c51320fd-51da-5f3c-88c2-e0648796a519,"sensual gay massage , hairy man  on his bed head facing masseur, a hairy man is giving him a full body , both wearing white briefs underwear,wide shot  ",Mon Dec 25 20:36:14 2023,0.90567,0.07239,0.53033,0.23098,0.01737,0.6698,2.42654,862
f5f7883a-e408-555a-96da-e24ce6811a90,"2D, a nud women spreading legs showing vagin boos infronr of indian pandit man worshipping vagin ritual  Message: . (Font: BAUHAUS)  ",Fri Oct  6 00:57:59 2023,0.94874,0.12038,0.08538,0.27985,0.01542,0.97574,2.42551,863
826dab45-a752-541c-9d6b-480f6b20db14,white-haired with big breasts shows her bare breasts  ,Tue Sep 19 21:49:23 2023,0.95969,0.26058,0.15707,0.15984,0.00464,0.88291,2.42473,864
4f2c415a-580b-5c47-b54b-3ccedfd5bd5a,"duke nukem taking a poop, shit, doo doo, fire in the bowl from gasoline  ",Sat Jul  8 02:00:29 2023,0.9931,0.76751,0.01348,0.31676,0.16606,0.16779,2.4247,865
2ef8a887-3785-5592-a89e-c4aa7df1a162,blue-haired slender with large pronounced breasts licking ice cream  ,Tue Sep 19 21:24:03 2023,0.95886,0.2466,0.07647,0.19379,0.00471,0.94375,2.42418,866
4cd310ba-6723-5d9a-b660-ece70df422d3,"Angela  bassett with a big buttocks, Womancore, shot by alfred hitchcock, shot by terry richardson, shot by realitykings  ",Mon Dec 11 15:58:24 2023,0.93973,0.46297,0.01651,0.16705,0.00546,0.83139,2.42311,867
036b398f-588e-5562-b7ae-c0b1a61e5b41,giant leeches sucking big gulps all over stomach  ,Wed Aug  2 01:24:20 2023,0.97385,0.37044,0.00852,0.39704,0.00389,0.66918,2.42292,868
64ac138b-7d4f-5ee0-ba64-71d51e9353e5,"ssbbw suck penetration tentacles 

,cinematic realism horror, -motion4,-fps24,-camera zoom in,-8k,fast speed,high quality  ",Fri Nov 10 13:03:38 2023,0.92227,0.52407,0.00772,0.0622,0.00662,0.89928,2.4221600000000003,869
7e045d28-8dd0-5d93-9834-105854397e5d,A crazy Arab man dressed in white in a monastery in the middle of the desert falls to the ground and a monk is next to him trying to help him  ,Wed Nov 29 18:06:35 2023,0.87596,0.0042,0.7924,0.74641,0.00233,0.00086,2.42216,870
95a34b39-95d4-5e18-bd33-c6219190ae79,a very fat asian kid running and holding a plate full of rice  ,Sat Dec  2 04:47:34 2023,0.93288,0.00761,0.74656,0.72277,0.00975,0.00209,2.42166,871
a2d9dd06-e024-5260-bfda-9765db59ee9f,real oiled woman shaking her big breasts  ,Wed Sep 27 17:20:00 2023,0.91474,0.43796,0.04742,0.09196,0.00657,0.92283,2.42148,872
19cfa9e7-dc26-5ba8-bd4c-9b8f94ba628a,a seductive female vampire opening mouth to show fanks  ,Sun Jan  7 01:41:48 2024,0.94605,0.46559,0.04708,0.25687,0.00813,0.69681,2.42053,873
c507998f-266c-5fb0-8867-85bd837a2c6c,the rock flapping his butthole on a table  ,Wed Oct 11 09:11:31 2023,0.95971,0.43457,0.00455,0.12071,0.0212,0.8787,2.4194400000000003,874
c80b7ced-7f57-504c-bab1-fbaf736fd64d,black ugly man rummaged through a room  ,Tue Nov 28 11:38:39 2023,0.91891,0.01637,0.84843,0.61224,0.01475,0.00873,2.4194299999999997,875
a49a2e46-2641-51b9-bf28-aba119f9b8f0,killer clown slashing at a pig with a knife  ,Sat Sep 30 01:20:41 2023,0.99061,0.01463,0.02571,0.93031,0.45106,0.00642,2.4187399999999997,876
cdbcb5f0-135b-56e6-88c8-18029025d6c8,black hole purple sucking pills  ,Sun Jul 30 13:44:36 2023,0.92216,0.57986,0.21623,0.31221,0.01922,0.36896,2.4186399999999995,877
8d13bb92-dea2-5046-9da2-6e9dae455d14,"very fat guinea pigs next to santa claus on Halloween, cinematic, 4k  Message: you suck! (Font: RETRO)  ",Sun Dec  3 18:24:37 2023,0.96255,0.59886,0.00664,0.73267,0.00152,0.11633,2.4185700000000003,878
28d558c2-9782-57fa-b74a-841b1f80b8e8,assface  ,Fri Nov 10 12:06:14 2023,0.96645,0.61443,0.00601,0.52214,0.00278,0.30649,2.4183000000000003,879
14db5e79-1a17-56f3-a287-90ed51c3fb24,"an evil black demon with white eyes is sucking life from a farmer, the location is a medieval farm and it is night time, a black smoke covers the the body of the unlucky man during the odd process, the black demon squeezes man&#39;s neck with his hands  ",Sat Sep 30 06:22:45 2023,0.90628,0.01567,0.87646,0.59079,0.02193,0.00687,2.418,880
72b56c35-0498-5a0c-93f4-dd08352a1763,girl sucking on a banana  ,Tue Aug  1 22:54:21 2023,0.90331,0.58413,0.02541,0.06061,0.00609,0.83844,2.4179899999999996,881
cc761e79-ba63-5baa-a89e-b5bb8293c9e5,black female psychiatrist walking in a wide dessert dunes desolate and dry  ,Wed Aug 30 05:00:57 2023,0.91126,0.03362,0.91522,0.49182,0.03572,0.03017,2.4178100000000002,882
6ec69f56-1d59-59e8-9e74-ad69896c1b92,"an old muslim king, royal look, angry and cruel face, only white beard, no moustaches, muslim turban  ",Fri Dec 15 14:24:22 2023,0.91068,0.00988,0.91692,0.56283,0.01184,0.00566,2.4178100000000002,883
4cb9452c-dd26-5195-aa8e-ad7b8550ec48,the government turning the frogs gay and drinking pepsi like crazy  ,Tue Sep 26 03:30:05 2023,0.94198,0.04269,0.70522,0.67131,0.00941,0.04651,2.41712,884
